Identifier,Slug,Status,Repository,Title,Description,Input,Input Shape,Output,Mode,Tag,GitHub,Publication,Source Code,License,Both Identifiers,Code,Interpretation,Task,Contributor,Date,Calculation,Output Shape,Output Type,Host URL,DockerHub,Docker Architecture,S3
eos77w8,grover-sider,Ready,https://github.com/ersilia-os/eos77w8,Adverse Drug Reactions,"The model predicts the putative adverse drug reactions (ADR) of a molecule, using the SIDER database (MoleculeNet) that contains pairs of marketed drugs and their described ADRs. This model has been trained using the GROVER transformer (see eos7w6n or grover-embedding for a detail of the molecular featurization step with GROVER).
",Compound,Single,Probability,Pretrained,"Toxicity,MoleculeNet,Side effects",https://github.com/ersilia-os/eos77w8,https://arxiv.org/abs/2007.02835,https://github.com/tencent-ailab/grover,MIT,"eos77w8,grover-sider","$ ersilia serve grover-sider
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Predicted ADRs classified in 27 groups,Classification,Amna-28,4/6/2021,https://github.com/Amna-28,List,Float,,https://hub.docker.com/r/ersiliaos/eos77w8,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos77w8.zip
eos5smc,grover-tox21,Ready,https://github.com/ersilia-os/eos5smc,Predicts activity of compounds accross the Tox21 panel,"Predicts activity of compounds in the Tox21 toxicity panel, comprising of 12 toxicity pathways, as part of the MoleculeNet benchmark datasets. This model has been trained using the GROVER transformer (see eos7w6n or grover-embedding for a detail of the molecular featurization step with GROVER)",Compound,Single,Probability,Pretrained,"Tox21,Toxicity,Chemical graph model",https://github.com/ersilia-os/eos5smc,https://papers.nips.cc/paper/2020/file/94aef38441efa3380a3bed3faf1f9d5d-Paper.pdf,https://github.com/tencent-ailab/grover,MIT,"eos5smc,grover-tox21","$ ersilia serve grover-tox21
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Toxicity measurements against 12 biological targets,Classification,Amna-28,12/7/2022,https://github.com/Amna-28,List,Float,,https://hub.docker.com/r/ersiliaos/eos5smc,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos5smc.zip
eos481p,grover-toxcast,Ready,https://github.com/ersilia-os/eos481p,ToxCast toxicity panel,"Prediction across the ToxCast toxicity panel, containing hundreds of toxicity outcomes, as part of the MoleculeNet benchmark. This model has been trained using the GROVER transformer (see eos7w6n or grover-embedding for a detail of the molecular featurization step with GROVER)",Compound,Single,Probability,Pretrained,"Toxicity,ToxCast,Chemical graph model",https://github.com/ersilia-os/eos481p,https://papers.nips.cc/paper/2020/hash/94aef38441efa3380a3bed3faf1f9d5d-Abstract.html,https://github.com/tencent-ailab/grover,MIT,"eos481p,grover-toxcast","$ ersilia serve grover-toxcast
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability of toxicity against 617 biological targets,Classification,Amna-28,13/7/2022,https://github.com/Amna-28,List,Float,,https://hub.docker.com/r/ersiliaos/eos481p,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos481p.zip
eos7kpb,h3d-virtual-screening-cascade-light,Ready,https://github.com/ersilia-os/eos7kpb,H3D virtual screening cascade light,"This panel of models provides predictions for the H3D virtual screening cascade. It leverages the Ersilia Compound Embedding and FLAML. The H3D virtual screening cascade contains models for Mycobacterium tuberculosis and Plasmodium falciparum IC50 predictions, as well as ADME, cytotoxicity and solubility assays",Compound,Single,Probability,In-house,"Malaria,P.falciparum,Tuberculosis,M.tuberculosis,ADME,Cytotoxicity,Solubility",https://github.com/ersilia-os/eos7kpb,https://www.nature.com/articles/s41467-023-41512-2,https://github.com/ersilia-os/h3d-screening-cascade-models,GPL-3.0,,"$ ersilia serve h3d-virtual-screening-cascade-light
$ ersilia api -i 'CCCOCCC'
$ ersilia close",The raw scores are the ones emerging from the FLAML model. The ones with a sufix _perc represent the percentile in the scale 0-1 over a ChEMBL dataset of 200k compounds.,Classification,miquelduranfrigola,9/5/2023,https://github.com/miquelduranfrigola,List,Float,,,,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos7kpb.zip
eos2zmb,hdac1-inh,Ready,https://github.com/ersilia-os/eos2zmb,Inhibition of HDAC1,"Prediction of the inhibition of the Human Histone Deacetylase 1 to revert HIV latency. The dataset is composed of all available pIC50 values from ChEMBL target 325, and the model has been developed using Ersilia's LazyQsar package (MorganBinaryClassifier)",Compound,Single,Probability,In-house,"HIV,Human,HDAC1",https://github.com/ersilia-os/eos2zmb,https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL325/,https://github.com/ersilia-os/lazy-qsar,GPL-3.0,,"$ ersilia serve hdac1-inh
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability of inhibition of HDAC1 at cut-offs pIC50 7 (0.1uM) and 8 (10nM),Classification,GemmaTuron,27/9/2023,https://github.com/GemmaTuron,List,Float,https://eos2zmb-993pb.ondigitalocean.app/,https://hub.docker.com/r/ersiliaos/eos2zmb,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos2zmb.zip
eos1n4b,hdac3-inh,Ready,https://github.com/ersilia-os/eos1n4b,Identifying HDAC3 inhibitors,"The model predicts the inhibitory potential of small molecules against Histone deacetylase 3 (HDAC3), a relevant human target for cancer, inflammation, neurodegenerative diseases and diabetes. The authors have used a dataset of 1098 compounds from ChEMBL and validated the model using the benchmark MUBD-HDAC3",Compound,Single,Score,Pretrained,"Cancer,ChEMBL",https://github.com/ersilia-os/eos1n4b,https://onlinelibrary.wiley.com/doi/10.1002/minf.202000105,https://github.com/jwxia2014/HDAC3i-Finder,GPL-3.0,,"$ ersilia serve hdac3-inh
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability that the molecule is a HDAC3 inhibitor,Classification,Richiio,14/12/2023,https://github.com/Richiio,Single,Float,,https://hub.docker.com/r/ersiliaos/eos1n4b,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos1n4b.zip
eos3le9,hepg2-mmv,Ready,https://github.com/ersilia-os/eos3le9,HepG2 Toxicity - MMV,This model predicts the toxicity of small molecules in HepG2 cells. It has been developed by Ersilia thanks to data provided by MMV. We have used two cut-offs to define activity (5 and 10 uM respectively) with a dataset of 1335 molecules. 5-fold crossvalidation showed an AUROC of 0.8 and 0.77 respectively,Compound,Single,Probability,In-house,"Toxicity,Human",https://github.com/ersilia-os/eos3le9,https://ersilia.io,https://github.com/ersilia-os/lazy-qsar,GPL-3.0,,"$ ersilia serve hepg2-mmv
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability of toxicity in HepG2 cells. Cut-offs: 5 and 10 uM,Classification,GemmaTuron,24/8/2023,https://github.com/GemmaTuron,List,Float,https://eos3le9-cxqef.ondigitalocean.app/,https://hub.docker.com/r/ersiliaos/eos3le9,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos3le9.zip
eos2lqb,hob-pre,Ready,https://github.com/ersilia-os/eos2lqb,Human oral bioavailability prediction,"HobPre predicts the oral bioavailability of small molecules in humans. It has been trained using public data on ~1200 molecules (Falcón-Cano et al, 2020, complemented with other literature and ChEMBL compounds). The molecules were labeled according to two cut-offs: HOB > 20% and HOB > 50%, due to ongoing discussions as to which would be a more appropriate cut-off.",Compound,Single,Probability,Pretrained,"ADME,Solubility,Human",https://github.com/ersilia-os/eos2lqb,https://doi.org/10.1186/s13321-021-00580-6,https://github.com/whymin/HOB,None,,"$ ersilia serve hob-pre
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability of a compound having high oral bioavailability (HOB >20% and HOB >50%),Classification,HellenNamulinda,27/3/2023,https://github.com/HellenNamulinda,List,Float,,https://hub.docker.com/r/ersiliaos/eos2lqb,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos2lqb.zip
eos22io,idl-ppbopt,Ready,https://github.com/ersilia-os/eos22io,Human Plasma Protein Binding (PPB) of Compounds,IDL-PPB aims to obtain the plasma protein binding (PPB) values of a compound. Based on an interpretable deep learning model and using the algorithm fingerprinting (AFP) this model predicts the binding affinity of the plasma protein with the compound.,Compound,Single,Experimental value,Pretrained,"Fraction bound,ADME",https://github.com/ersilia-os/eos22io,https://pubs.acs.org/doi/10.1021/acs.jcim.2c00297,https://github.com/Louchaofeng/IDL-PPBopt,GPL-3.0,,"$ ersilia serve idl-ppbopt
$ ersilia api -i 'CCCOCCC'
$ ersilia close","This model receives smiles as input and returns as output the fraction PPB, which measures the affinity of the binding of the plasma protein. In the analysis of results by the author, they indicate high affinity (fraction of ppb >80%), medium affinity (40% <= fraction of ppb <=80%) and as low levels of affinity (fraction of ppb < 40%). Note: Inorganics and salts are out of the applicability domain of the model, So for these compounds the output is Null.",Regression,carcablop,3/2/2023,https://github.com/carcablop,Single,Float,,https://hub.docker.com/r/ersiliaos/eos22io,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos22io.zip
eos8c0o,image-mol-bace,Ready,https://github.com/ersilia-os/eos8c0o,ImageMol human beta-secretase-1 (BACE-1) inhibition,"This model has been developed using ImageMol, a deep learning model pretrained on 10 million unlabelled small molecules and fine-tuned in a second step to predict the binding of inhibitors to the human beta secretase 1 (BACE-1) protein. The BACE-1 dataset from MoleculeNet contains 1522 compounds with their associated pIC50. A compound with pIC50 => 7 is considered a BACE-1 inhibitor.",Compound,Single,Probability,Pretrained,"BACE,Chemical graph model,MoleculeNet",https://github.com/ersilia-os/eos8c0o,https://www.nature.com/articles/s42256-022-00557-6,https://github.com/ChengF-Lab/ImageMol,MIT,,"$ ersilia serve image-mol-bace
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability of BACE-1 inhibition (>0.5: Inhibitor). Compounds with pIC50 => 7 are considered BACE-1 inhibitors,Classification,DhanshreeA,17/1/2023,https://github.com/DhanshreeA,Single,Float,,https://hub.docker.com/r/ersiliaos/eos8c0o,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos8c0o.zip
eos4avb,image-mol-embeddings,Ready,https://github.com/ersilia-os/eos4avb,Molecular representation learning,"Representation Learning Framework that utilizes molecule images for encoding molecular inputs as machine readable vectors for downstream tasks such as bio-activity prediction, drug metabolism analysis, or drug toxicity prediction. The approach utilizes transfer learning, that is, pre-training the model on massive unlabeled datasets to help it in generalizing feature extraction and then fine tuning on specific tasks.",Compound,Single,Descriptor,Pretrained,Embedding,https://github.com/ersilia-os/eos4avb,https://www.nature.com/articles/s42256-022-00557-6,https://github.com/HongxinXiang/ImageMol,MIT,,"$ ersilia serve image-mol-embeddings
$ ersilia api -i 'CCCOCCC'
$ ersilia close",ImageMol embeddings of shape [1512] reshaped as a Numpy 1D array before serializing. These embeddings can be used as the input features of a fully connected classification or regression layer in a neural network.,Representation,DhanshreeA,25/1/2023,https://github.com/DhanshreeA,Matrix,Float,,https://hub.docker.com/r/ersiliaos/eos4avb,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos4avb.zip
eos93h2,image-mol-gpcr,Ready,https://github.com/ersilia-os/eos93h2,imagemol-gpcr,"ImageMol is a Representation Learning Framework that utilizes molecule images for encoding molecular inputs as machine readable vectors for downstream tasks such as bio-activity prediction, drug metabolism analysis, or drug toxicity prediction. The approach utilizes transfer learning, that is, pre-training the model on massive unlabeled datasets to help it in generalizing feature extraction and then fine tuning on specific tasks. This model is fine tuned on 10 GPCR assays with the largest number of reported ligands from ChEMBL datasets.",Compound,Single,Score,Pretrained,"Target identification,GPCR",https://github.com/ersilia-os/eos93h2,https://www.nature.com/articles/s42256-022-00557-6,https://github.com/HongxinXiang/ImageMol,MIT,,"$ ersilia serve image-mol-gpcr
$ ersilia api -i 'CCCOCCC'
$ ersilia close","Binding activity prediction (as a regression task) for the following GPCR assays: 5HT1A, 5HT2A, AA1R, AA2AR, AA3R, CNR2, DRD2, DRD3, HRH3, OPRM",Regression,DhanshreeA,25/1/2023,https://github.com/DhanshreeA,Single,Float,,https://hub.docker.com/r/ersiliaos/eos93h2,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos93h2.zip
eos6hy3,image-mol-hiv,Ready,https://github.com/ersilia-os/eos6hy3,ImageMol HIV growth inhibition,"TThis model has been developed using ImageMol, a deep learning model pretrained on 10 million unlabelled small molecules and fine-tuned in a second step to predict the inhibition of the human immunodeficiency virus (HIV). The HIV dataset is from MoleculeNet and contains 43850 small molecules and their in vitro activity against HIV (CA - Confirmed active, CM - Confirmed moderately active, CI - Confirmed inactive). The classification was based on EC50 values and expert knowledge.",Compound,Single,Probability,Pretrained,"HIV,Antiviral activity,MoleculeNet",https://github.com/ersilia-os/eos6hy3,https://www.nature.com/articles/s42256-022-00557-6,https://github.com/ChengF-Lab/ImageMol,MIT,,"$ ersilia serve image-mol-hiv
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability of HIV inhibition. Active compounds are considered those classified as CA/CM.,Classification,DhanshreeA,17/1/2023,https://github.com/DhanshreeA,Single,Float,,https://hub.docker.com/r/ersiliaos/eos6hy3,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos6hy3.zip
eos21q7,inter_dili,Ready,https://github.com/ersilia-os/eos21q7,InterDILI: drug-induced injury prediction,"This model has been trained on a publicly available collection of 5 datasets manually curated for drug-induced-liver-injury (DILI). DILI outcome has been binarised, and ECFP descriptors, together with physicochemical properties have been used to train a random forest classifier which achieves AUROC > 0.9",Compound,Single,Probability,Retrained,"Toxicity,Human,Metabolism",https://github.com/ersilia-os/eos21q7,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-023-00796-8,https://github.com/bmil-jnu/InterDILI,None,,"$ ersilia serve inter_dili
$ ersilia api -i 'CCCOCCC'
$ ersilia close","Probability of Drug-Induced Liver Injury (DILI), higher score indicates higer risk",Classification,leilayesufu,30/1/2024,https://github.com/leilayesufu,Single,Float,,https://hub.docker.com/r/ersiliaos/eos21q7,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos21q7.zip
eos4zfy,maip-malaria,Ready,https://github.com/ersilia-os/eos4zfy,MAIP: antimalarial activity prediction,"Prediction of the antimalarial potential of small molecules. This model is an ensemble of smaller QSAR models trained on proprietary data from various sources, up to a total of >7M compounds. The training sets belong to Evotec, Johns Hopkins, MRCT, MMV - St. Jude, AZ, GSK, and St. Jude Vendor Library. The code and training data are not released, using this model posts predictions to the MAIP online server. The Ersilia Model Hub also offers MAIP-surrogate as a downloadable package for IP-sensitive queries.",Compound,Single,Score,Online,"P.falciparum,Malaria,Antimicrobial activity",https://github.com/ersilia-os/eos4zfy,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-021-00487-2,https://www.ebi.ac.uk/chembl/maip/,None,"eos4zfy,maip-malaria","$ ersilia serve maip-malaria
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Higher score indicates higher antimalarial potential,Classification,Amna-28,18/8/2022,https://github.com/Amna-28,Single,Float,,https://hub.docker.com/r/ersiliaos/eos4zfy,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos4zfy.zip
eos2gth,maip-malaria-surrogate,Ready,https://github.com/ersilia-os/eos2gth,MAIP distillation: antimalarial potential prediction,"Prediction of the antimalarial potential of small molecules. This model was originally trained on proprietary data from various sources, up to a total of >7M compounds. The training sets belong to Evotec, Johns Hopkins, MRCT, MMV - St. Jude, AZ, GSK, and St. Jude Vendor Library. In this implementation, we have used a teacher-student approach to train a surrogate model based on ChEMBL data (2M molecules) to provide a lite downloadable version of the original MAIP",Compound,Single,Score,Retrained,"P.falciparum,Malaria,Antimicrobial activity",https://github.com/ersilia-os/eos2gth,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-021-00487-2,https://www.ebi.ac.uk/chembl/maip/,None,"eos2gth,maip-malaria-surrogate","$ ersilia serve maip-malaria-surrogate
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Higher score indicates Higher antimalarial potential,Classification,miquelduranfrigola,2/11/2021,https://github.com/miquelduranfrigola,Single,Float,,https://hub.docker.com/r/ersiliaos/eos2gth,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos2gth.zip
eos80ch,malaria-mam,Ready,https://github.com/ersilia-os/eos80ch,Antimalarial activity (ABS and sexual stages),"Prediction of the antimalarial potential of small molecules using data from various chemical libraries that were
screened against the asexual and sexual (gametocyte) stages of the parasite. Several
compounds’ molecular fingerprints were used to train machine learning models to recognize stage-specific
active and inactive compounds.",Compound,Single,Probability,Pretrained,"Malaria,P.falciparum",https://github.com/ersilia-os/eos80ch,https://pubs.acs.org/doi/10.1021/acsomega.3c05664,https://github.com/M2PL,GPL-3.0,,"$ ersilia serve malaria-mam
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability of inhibition of the malaria parasite growth,Classification,GemmaTuron,10/7/2023,https://github.com/GemmaTuron,List,Float,https://eos80ch-m365k.ondigitalocean.app/,https://hub.docker.com/r/ersiliaos/eos80ch,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos80ch.zip
eos4rta,malaria-mmv,Ready,https://github.com/ersilia-os/eos4rta,Antimalarial activity (MMV),Prediction of the in vitro antimalarial potential of small molecules. This model has been developed by Ersilia thanks to experimental data provided by MMV. The model provides the probability of inhibition of the malaria parasite (NF54) measured both as percentage of inhibition (with luminescence and LDH) and IC50. 5-fold crossvalidation of the models shows AUROC>0.75 in all models.,Compound,Single,Probability,In-house,"Malaria,P.falciparum,IC50",https://github.com/ersilia-os/eos4rta,https://ersilia.io,https://github.com/ersilia-os/lazy-qsar,GPL-3.0,,"$ ersilia serve malaria-mmv
$ ersilia api -i 'CCCOCCC'
$ ersilia close","Probability of inhibiting the malaria parasite (strain NF54) in IC50 (threshold 1uM) and percentage of inhibition (50%, measured by LDH and Lum)",Classification,GemmaTuron,24/8/2023,https://github.com/GemmaTuron,Single,Float,https://eos4rta-rqtdc.ondigitalocean.app/,https://hub.docker.com/r/ersiliaos/eos4rta,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos4rta.zip
eos9c7k,medchem17-similarity,Ready,https://github.com/ersilia-os/eos9c7k,"Similarity search in ChEMBL, DrugBank and UNPD","Given a molecule, this model for its 100 nearest neighbors, according to ECFP4 Tanimoto similarity, in the medicinal chemistry database ChEMBL17_DrugBank17_UNPD17. This combined database contains all the compounds from the three collections (DrugBank, ChEMBL22 and Universal natural product directory (UNPD)) with up to 17 heavy atoms. It features a total of 128k compounds. The whole ChEMBL17_DrugBank17_UNPD17 database is not downloaded with the model, by using it you post queries to an online server external to Ersilia.",Compound,Single,Compound,Online,"Similarity,ChEMBL,DrugBank",https://github.com/ersilia-os/eos9c7k,https://onlinelibrary.wiley.com/doi/abs/10.1002/minf.201900031,https://gdb-medchem-simsearch.gdb.tools/,None,"eos9c7k,medchem17-similarity","$ ersilia serve medchem17-similarity
$ ersilia api -i 'CCCOCCC'
$ ersilia close",List of 100 nearest neighbors,Similarity,Amna-28,18/8/2022,https://github.com/Amna-28,List,String,,https://hub.docker.com/r/ersiliaos/eos9c7k,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos9c7k.zip
eos238c,mesh-therapeutic-use,Ready,https://github.com/ersilia-os/eos238c,MeSH therapeutic use based on chemical structure,"Drug function, defined as Medical Subject Headings (MeSH) “therapeutic use” is predicted based on the chemical structure. 6955 non-redundant molecules, pertaining to one of the twelve therapeutic use classes selected, were downloaded from PubChem and used to train a binary classifier. The model provides the probability that a molecule has one of the following therapeutic uses: antineoplastic, cardiovascular, central nervous system (CNS), anti-infective, gastrointestinal, anti-inflammatory, dermatological, hematologic, lipid regulating, reproductive control, respiratory system, urological.",Compound,Single,Probability,In-house,Therapeutic indication,https://github.com/ersilia-os/eos238c,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6819987/,https://github.com/jgmeyerucsd/drug-class,GPL-3.0,"eos238c,mesh-therapeutic-use","$ ersilia serve mesh-therapeutic-use
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability that the molecule belongs to each therapeutic use specified.,Classification,Amna-28,17/10/2022,https://github.com/Amna-28,List,Float,,https://hub.docker.com/r/ersiliaos/eos238c,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos238c.zip
eos935d,meta-trans,Ready,https://github.com/ersilia-os/eos935d,MetaTrans: human drug metabolites,"Small molecules are metabolized by the liver in what is known as phase I and phase II reactions. Those can lead to reduced drug efficacy and generation of toxic metabolites, causing serious side effects. This model predicts the human metabolites of small molecules using a molecular transformer pr-trained on general chemical reactions and fine tuned to human metabolism. It provides up to 10 metabolites for each input molecule.",Compound,Single,Compound,Pretrained,Metabolism,https://github.com/ersilia-os/eos935d,https://pubs.rsc.org/en/content/articlelanding/2020/sc/d0sc02639e#fn1,https://github.com/KavrakiLab/MetaTrans,BSD-3.0,"eos935d,drug-metabolites","$ ersilia serve meta-trans
$ ersilia api -i 'CCCOCCC'
$ ersilia close",A maximum of 10 human metabolites generated from the input molecule,Generative,carcablop,20/12/2022,https://github.com/carcablop,List,String,,https://hub.docker.com/r/ersiliaos/eos935d,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos935d.zip
eos1579,metabokiller,Ready,https://github.com/ersilia-os/eos1579,Carcinogenic potential of metabolites and small molecules,"Carcinogenicity is a result of several potential effects on  cells. This model predicts the carcinogenic potential of a small molecule based on their potential to induce cellular proliferation, genomic instability, oxidative stress, anti-apoptotic responses and epigenetic alterations. Metabokiller uses the Chemical Checker signaturizer to featurize the molecules, and the Lime package to provide interpretable results. Using Metabokiller, the authors screened a panel of human metabolites and experimentally demonstrated two of the predicted carcinogenic metabolites induced carcinogenic transformations in yeast and human cells.",Compound,Single,Probability,Pretrained,"Toxicity,Cancer,Metabolism",https://github.com/ersilia-os/eos1579,https://doi.org/10.1038/s41589-022-01110-7,https://github.com/the-ahuja-lab/Metabokiller,Non-commercial,"eos1579,metabokiller","$ ersilia serve metabokiller
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Probability that the molecule has each of the specified carcinogenic properties,Classification,brosular,30/8/2022,https://github.com/brosular,List,Float,,https://hub.docker.com/r/ersiliaos/eos1579,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos1579.zip
eos2thm,molbert,Ready,https://github.com/ersilia-os/eos2thm,MolBERT chemical language transformer,"Molecular representation using the BERT language Transformer. The model has been pre-trained on the GuacaMol dataset (~1.6M molecules from ChEMBL), and can be fine-tuned to the desired QSAR tasks. It has been benchmarked in MoleculeNet.
",Compound,Single,Descriptor,Pretrained,"Chemical language model,Embedding,Descriptor",https://github.com/ersilia-os/eos2thm,https://arxiv.org/abs/2011.13230,https://github.com/BenevolentAI/MolBERT,MIT,"eos2thm,molbert","$ ersilia serve molbert
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Embedding representation of a molecule,Representation,miquelduranfrigola,17/9/2021,https://github.com/miquelduranfrigola,List,Float,,https://hub.docker.com/r/ersiliaos/eos2thm,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos2thm.zip
eos8a5g,molbloom,Ready,https://github.com/ersilia-os/eos8a5g,MolBloom: molecule purchasability in ZINC20,"This model uses a Bloom filter to query the ZINC20 database to identify if a molecule is purchasable. A bloom filter is a space-efficient probabilistic data structure to identify whether an element is in a given set. Due to the nature of bloom filters, false negatives are not possible (i.e if the model returns False, the molecule is not purchasable). As stated by the author, if the model returns True the molecule is purchasable with an error rate of 0.0003 (according to the ZINC20 catalog).",Compound,Single,Boolean,Pretrained,"ZINC,Compound generation",https://github.com/ersilia-os/eos8a5g,https://github.com/whitead/molbloom/blob/main/CITATION.cff,https://github.com/whitead/molbloom,MIT,"eos8a5g,molbloom","$ ersilia serve molbloom
$ ersilia api -i 'CCCOCCC'
$ ersilia close",It returns a boolean (True/False) suggesting whether the molecule is commercially available or not.,Classification,Amna-28,2/11/2022,https://github.com/Amna-28,Single,String,,https://hub.docker.com/r/ersiliaos/eos8a5g,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos8a5g.zip
eos3b5e,molecular-weight,Ready,https://github.com/ersilia-os/eos3b5e,Molecular weight,The model is simply an implementation of the function Descriptors.MolWt of the chemoinformatics package RDKIT. It takes as input a small molecule (SMILES) and calculates its molecular weight in g/mol.,Compound,Single,Other value,Pretrained,Molecular weight,https://github.com/ersilia-os/eos3b5e,https://www.rdkit.org/docs/RDKit_Book.html,https://github.com/rdkit/rdkit,BSD-3.0,"eos3b5e,molecular-weight","$ ersilia serve molecular-weight
$ ersilia api -i 'CCCOCCC'
$ ersilia close",Calculated molecular weight (g/mol),Regression,miquelduranfrigola,13/9/2021,https://github.com/miquelduranfrigola,Single,Float,,https://hub.docker.com/r/ersiliaos/eos3b5e,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos3b5e.zip
eos633t,moler-enamine-blocks,Ready,https://github.com/ersilia-os/eos633t,Extending molecular scaffolds with building blocks,MoLeR is a graph-based generative model that combines fragment-based and atom-by-atom generation of new molecules with scaffold-constrained optimization. It does not depend on generation history and therefore MoLeR is able to complete arbitrary scaffolds. The model has been trained on the GuacaMol dataset. Here we sample the 300k building blocks library from Enamine.,Compound,Single,Compound,Pretrained,"Chemical graph model,Compound generation",https://github.com/ersilia-os/eos633t,https://arxiv.org/abs/2103.03864,https://github.com/microsoft/molecule-generation,MIT,,"$ ersilia serve moler-enamine-blocks
$ ersilia api -i 'CCCOCCC'
$ ersilia close","1000 new molecules are sampled for each input molecule, preserving its scaffold. ",Generative,miquelduranfrigola,3/11/2023,https://github.com/miquelduranfrigola,List,String,,https://hub.docker.com/r/ersiliaos/eos633t,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos633t.zip
eos9taz,moler-enamine-fragments,Ready,https://github.com/ersilia-os/eos9taz,Extending molecular scaffolds with fragments,MoLeR is a graph-based generative model that combines fragment-based and atom-by-atom generation of new molecules with scaffold-constrained optimization. It does not depend on generation history and therefore MoLeR is able to complete arbitrary scaffolds. The model has been trained on the GuacaMol dataset. Here we sample a fragment library from Enamine.,Compound,Single,Compound,Pretrained,"Chemical graph model,Compound generation",https://github.com/ersilia-os/eos9taz,https://arxiv.org/abs/2103.03864,https://github.com/microsoft/molecule-generation,MIT,"eos9taz,moler-generation","$ ersilia serve moler-enamine-fragments
$ ersilia api -i 'CCCOCCC'
$ ersilia close","1000 new molecules are sampled for each input molecule, preserving its scaffold. ",Generative,anamika-yadav99,16/11/2022,https://github.com/anamika-yadav99,List,String,,https://hub.docker.com/r/ersiliaos/eos9taz,AMD64,https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos9taz.zip
eos3cf4,molfeat-chemgpt,Ready,https://github.com/ersilia-os/eos3cf4,ChemGPT-4.7,"ChemGPT (4.7M params) is a language-based transformer model for generative molecular modeling, which was pretrained on the PubChem10M dataset. Pre-trained ChemGPT models are also robust, self-supervised representation learners that generalize to previously unseen regions of chemical space and enable embedding-based nearest-neighbor search.",Compound,Single,Descriptor,Pretrained,"Descriptor,Chemical language model,Chemical graph model,Embedding",https://github.com/ersilia-os/eos3cf4,https://chemrxiv.org/engage/chemrxiv/article-details/627bddd544bdd532395fb4b5,https://molfeat.datamol.io/featurizers/ChemGPT-4.7M,Apache-2.0,,"$ ersilia serve molfeat-chemgpt
$ ersilia api -i 'CCCOCCC'
$ ersilia close",128 features based on a chemical language model,Representation,GemmaTuron,11/4/2023,https://github.com/GemmaTuron,List,Float,,https://hub.docker.com/r/ersiliaos/eos3cf4,"AMD64,ARM64",https://ersilia-models-zipped.s3.eu-central-1.amazonaws.com/eos3cf4.zip
